id,Name,Description,Building_type,Property_type,Amenities,host_id,Host_name,Host_identity_verified,Host_Experience,Host_fee,Neighbourhood,State,Zipcode,Currency,Season,Instant_bookable,Construction_year,Accommodation_year,Commission,Booking_total,Status,Bookings,Service_fee,Cancellation_Policy,Food_cost,Food_type,Minimum_nights,Reviews,Reviews_per_month,Review_rate_number,House_rules,Host_Revenue,Platform_Revenue,Total_Revenue,Year
4985939,Miami Getaway,The Notorious B.N.B. { The Wallace },Shared room,House,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Heaters' 'Coffee machine' 'Washer and Dryer']",6137549,Nekhena,not confirmed,Moderately Experienced,0,Oak Lawn in  Texas,Montana,6604,usd,Non Holiday Season,No,06-11-2020,06-11-2021,0.11,65.39,not confirmed,736,0,Moderate,46.65,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'Yogurt'],381,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,5.07,1,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,21.539,1.3689,64.9806,2021
3879653,The Ruby Garden,Entire Apartment in Historic Brownstone + Garden,Private room,Unconventional,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Free parking' 'Iron and iron board'
 'Smart locks for self check-in']",4936387,Tucker,confirmed,Moderately Experienced,0.14,Richmond in Melbourne,Melbourne,7872,usd,Holiday Season,Yes,12-12-2016,12-12-2017,0.12,69.07,not confirmed,677,0,Moderate,53.59,['Cereals' 'Fruits' 'Vegetables' 'Bread and Jam' 'Juices'],350,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,6.66,1,Clean up and treat the home the way you'd like your home to be treated,31.5768,1.7982,72.4603,2017
8335860,Palm Springs Bungalow Hideaway,Room in Chic Modern High Line Luxury- New!,Private room,Villa,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'LED TV' 'Iron and iron board' 'Washer and Dryer']",2570762,Pirin,confirmed,Moderately Experienced,0.11,Oak Lawn in  Texas,Rishikesh,1857,usd,Non Holiday Season,Yes,25-10-2012,25-10-2013,0.12,80.35,confirmed,664,0.56,Flexible,25.73,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'Juices'],62,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",2.83,6,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,31.8735,4.5846,92.7211,2013
8666937,The Easy in Brooklyn,Serenity Falls in lovely Astoria 15min to the city,Private room,Loft,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'LED TV' 'Free parking' 'Smart locks for self check-in']",5882235,Victoria,confirmed,Experienced,0.13,District VII in  Hungary,Gujarat,3845,usd,Non Holiday Season,Yes,22-10-2021,22-10-2022,0.11,70.61,not confirmed,340,0,Strict,47.2,['Cereals' 'Fruits' 'Vegetables' 'Eggs' 'OJ'],423,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,2.22,7,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,31.2403,4.1958,84.7136,2022
1152812,Chinatown Artist Loft,BROOKLYN VICTORIAN STYLE SUITE.....,Shared room,House,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Air conditioning' 'Washer and Dryer'
 'Smart locks for self check-in']",1159551,Mark,confirmed,Inexperienced,0.15,Richmond in Melbourne,Melbourne,7582,usd,Holiday Season,No,07-11-2022,07-11-2023,0.14,64.49,confirmed,760,0.27,Moderate,47.33,['Cereals' 'Fruits' 'Vegetables' 'Yogurt' 'Eggs'],347,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,2.09,3, I have a cute and quiet mixed chihuahua.,31.1225,1.6929,83.3699,2023
2464740,Palm Springs Bungalow Hideaway,"EAST VILLAGE STUDIO, sunny & quiet",Entire house,Villa,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'LED TV' 'Smart locks for self check-in'
 'Washer and Dryer']",4288817,Matilda,not confirmed,Experienced,0,District VII in  Hungary,Oregon,8506,usd,Non Holiday Season,No,09-02-2020,09-02-2021,0.13,83.45,not confirmed,806,0,Flexible,58.29,['Cereals' 'Fruits' 'Vegetables' 'Juices' 'Milk'],450,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,6.78,4, I have a cute and quiet mixed chihuahua.,23.345,7.3224,104.6248,2021
6239636,The Secret Westside Lounge,Private Room Near Brooklyn Museum,Entire house,Bed & Breakfast,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Heaters' 'Pool' 'Smart locks for self check-in']",9409102,Kafayat,not confirmed,Experienced,0,Poncey-Highland in  Georgia,Sweden,2288,usd,Non Holiday Season,No,30-01-2009,30-01-2010,0.11,77.73,confirmed,727,0.7,Flexible,10.83,['Cereals' 'Fruits' 'Vegetables' 'Bread and Jam' 'OJ'],272,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",9.51,7,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,22.773,17.9739,77.3238,2010
7306937,The Oasis,Female Only Clean15min to Manhattan,Private room,House,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Air conditioning' 'Iron and iron board' 'Free parking']",6618234,Ferguson,confirmed,Experienced,0.13,Oak Lawn in  Texas,Oregon,2376,usd,Non Holiday Season,No,05-08-2017,05-08-2018,0.14,73.4,confirmed,292,0.48,Strict,29.14,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'Milk'],213,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",3.89,6," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",31.882,6.3018,71.4236,2018
4363708,Romantic AC Studio,Spacious & Comfy BK Brownstone,Entire house,Townhouse,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Pool' 'Air conditioning' 'Heaters']",8503290,Hawkins,confirmed,Experienced,0.15,Capucins in France,France,2397,usd,Holiday Season,Yes,22-11-2013,22-11-2014,0.12,67.51,not confirmed,701,0,Flexible,34.2,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'Milk'],385,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,3.14,3,Clean up and treat the home the way you'd like your home to be treated,31.8775,2.5434,67.7888,2014
6531436,Quinta Da Santana,Luxury NYC 2 Bedroom with Terrace,Apartment,Villa,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Heaters' 'Air conditioning' 'Free parking']",8184419,Vanessa,not confirmed,Inexperienced,0,Oak Lawn in  Texas,Germany,6748,usd,Non Holiday Season,Yes,12-08-2022,12-08-2023,0.13,88.08,not confirmed,868,0,Strict,21.15,['Cereals' 'Fruits' 'Vegetables' 'Yogurt' 'Muffins'],134,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",9.75,1,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,23.808,2.6325,41.4249,2023
1446976,The Tired Traveler Inn,"1,800 sq foot in luxury building",Private room,House,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Washer and Dryer' 'Smart locks for self check-in'
 'Pool']",7660393,Reed,confirmed,Inexperienced,0.13,The Bukit Peninsula in  Indonesia,Kolkata,2081,usd,Holiday Season,No,05-03-2014,05-03-2015,0.14,82.5,confirmed,738,0.3,Moderate,53.24,['Cereals' 'Fruits' 'Vegetables' 'Milk' 'Juices'],60,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",1.4,7,No smoking,33.975,2.646,98.111,2015
8134727,Junoon In The Hills,Private E. Village Townhouse Stay,Shared room,House,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Smart locks for self check-in' 'Air conditioning'
 'Pool']",3485759,Walter,confirmed,Inexperienced,0.16,Constitución in Argentina,Argentina,6079,usd,Holiday Season,Yes,21-05-2010,21-05-2011,0.13,74.86,confirmed,270,0.66,Moderate,37.65,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'Milk'],16,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,9.02,6, I have a cute and quiet mixed chihuahua.,34.4636,14.6124,118.9158,2011
7753410,,Bed in loft apartment east Williamsburg/bushwick,Private room,Condominium,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Iron and iron board' 'Air conditioning'
 'Coffee machine']",3119774,Freddy,not confirmed,Inexperienced,0,Capucins in France,France,8438,usd,Holiday Season,No,29-11-2022,29-11-2023,0.11,82.73,confirmed,305,0.25,Moderate,45.94,['Cereals' 'Fruits' 'Vegetables' 'Milk' 'Juices'],154,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",4.07,10,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,23.273,10.989,95.0934,2023
1019874,The Artist’s Studio,Cozy Apt near JFK,Private room,Cabin,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Washer and Dryer' 'Heaters' 'Iron and iron board']",1102846,Jennifer,confirmed,Moderately Experienced,0.16,Richmond in Melbourne,Melbourne,7660,usd,Non Holiday Season,No,19-04-2020,19-04-2021,0.13,66.74,confirmed,93,0.24,Strict,55.94,['Cereals' 'Fruits' 'Vegetables' 'OJ' 'Bread and Jam'],81,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,2.98,7,Clean up and treat the home the way you'd like your home to be treated,32.3524,5.6322,94.592,2021
7657159,Quinta Da Santana,The Notorious B.N.B. { The Wallace },Private room,Villa,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Pool' 'Washer and Dryer' 'Air conditioning']",4229224,Wilson,confirmed,Inexperienced,0.15,Capucins in France,France,6523,usd,Holiday Season,No,07-05-2009,07-05-2010,0.12,78.86,confirmed,643,0.5,Flexible,39.79,['Cereals' 'Fruits' 'Vegetables' 'OJ' 'Milk'],308,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",6.49,4,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,34.715,7.0092,103.595,2010
4116736,The Tired Traveler Inn,Visit the Big Apple! Mini-MOMA. Enjoy all of NYC!,Private room,Loft,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Free parking' 'Air conditioning' 'LED TV']",9553292,Payne,not confirmed,Moderately Experienced,0,Triana in Spain,Spain,6110,usd,Holiday Season,No,11-08-2011,11-08-2012,0.12,76.47,not confirmed,313,0,Moderate,59.25,['Cereals' 'Fruits' 'Vegetables' 'Milk' 'Bread and Jam'],196,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,3.09,6,No smoking,22.647,5.0058,81.5499,2012
9570293,The Award Winning Peter Street B&B,Cozy 2 br in sunny Fort Greene apt,Apartment,Condominium,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Washer and Dryer' 'Free parking' 'LED TV']",9238598,Bruce,not confirmed,Experienced,0,Richmond in Melbourne,Melbourne,4225,usd,Non Holiday Season,Yes,02-08-2013,02-08-2014,0.11,73.21,confirmed,54,0.51,Moderate,35.25,['Cereals' 'Fruits' 'Vegetables' 'Bread and Jam' 'Muffins'],69,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,5.84,8,No smoking,22.321,12.6144,90.1208,2014
6470528,Oasis of Trees and Tranquility,Room in Chic Modern High Line Luxury- New!,Private room,Villa,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Air conditioning' 'LED TV' 'Coffee machine']",9651952,Wilson,confirmed,Experienced,0.14,Constitución in Argentina,Argentina,1981,usd,Non Holiday Season,Yes,31-10-2008,31-10-2009,0.14,74.75,not confirmed,914,0,Moderate,39.85,['Cereals' 'Fruits' 'Vegetables' 'Juices' 'Milk'],439,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",5.06,3,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,32.94,4.0986,77.9972,2009
5045929,Woodyvyu Stok House,"LES private apt, 1 bedroom & more",Apartment,Loft,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Smart locks for self check-in' 'Free parking'
 'Coffee machine']",6661539,Carroll,confirmed,Experienced,0.14,Roma Sur in MexicoCity,MexicoCity,7509,usd,Holiday Season,Yes,30-06-2017,30-06-2018,0.11,83.6,confirmed,894,0.63,Moderate,52.23,['Cereals' 'Fruits' 'Vegetables' 'Yogurt' 'Muffins'],316,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",9.51,9," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",35.064,23.1093,130.1686,2018
5370173,Hawthorne Crown Jewel,SUNNY 1 Bedroom APT in Fort Greene - BROOKLYN,Entire house,House,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Iron and iron board' 'Coffee machine' 'Free parking']",7579468,James,not confirmed,Moderately Experienced,0,District VII in  Hungary,Poland,7753,usd,Holiday Season,No,11-10-2010,11-10-2011,0.12,77.84,not confirmed,616,0,Moderate,45.19,['Cereals' 'Fruits' 'Vegetables' 'Milk' 'Bread and Jam'],482,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,1.55,5,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,22.784,2.0925,64.6177,2011
6886497,Maui Beach Retreat,Large Cozy 1 BR Apartment In Midtown East,Entire house,Unconventional,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Heaters' 'Washer and Dryer' 'Coffee machine']",3939467,Zach,not confirmed,Inexperienced,0,Poncey-Highland in  Georgia,Austria,8346,usd,Non Holiday Season,Yes,12-05-2021,12-05-2022,0.14,86.64,confirmed,510,0.44,Flexible,20.04,['Cereals' 'Fruits' 'Vegetables' 'Juices' 'OJ'],335,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,5.35,6,Clean up and treat the home the way you'd like your home to be treated,23.664,8.667,84.4278,2022
6304719,The Magenta,Private Room Near Brooklyn Museum,Apartment,Condominium,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Iron and iron board' 'Coffee machine' 'LED TV']",8414565,Hill,not confirmed,Experienced,0,Poncey-Highland in  Georgia,Goa,2715,usd,Non Holiday Season,No,14-08-2008,14-08-2009,0.12,79.79,not confirmed,11,0,Moderate,33.12,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'Yogurt'],438,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",6.46,6,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,22.979,10.4652,85.0084,2009
